Brand,Price,Launch Year,OS,CPU,CPU Architecture,RAM,Display Type,Screen Size,Screen to Body Ratio,Touch Screen,Height,Width,Thickness,Weight,Material,Camera Setup,Camera Autofocus,Camera Flash,Image Resolution,Capacity,Battery Type,Removable Battery,Quick Charging,USB Type-C,Internal Memory,Expandable Memory,SIM Slot(s),Network Support,VoLTE,Wi-Fi,Bluetooth,GPS,NFC,FM Radio,Loudspeaker,Fingerprint Sensor,Waterproof,Wireless Charging,Heart Rate Monitor,Volume
Other,12999.0,,Android,Octa core,,4 GB,IPS LCD,5.5,70.07,Yes,155.0,76.6,7.7,,Other,Single,Yes,No,12780288.0,3000.0,Li-ion,No,Yes,No,32 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,91422.1
Other,9751.0,2016,Android,Octa core,64 bit,3 GB,IPS LCD,5.5,73.03,Yes,151.3,75.3,7.8,163.0,Metal,Single,No,No,15989824.0,3050.0,Li-Polymer,No,Yes,Yes,32 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,88864.542
Other,4999.0,2016,Android,Quad core,,3 GB,IPS LCD,5.0,68.2,Yes,143.0,70.5,7.8,145.0,Other,Single,Yes,No,12780288.0,2500.0,Li-ion,Yes,No,No,16 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,78635.7
Other,9254.0,2016,Android,Quad core,64 bit,3 GB,IPS LCD,6.4,71.93,Yes,175.0,89.5,9.6,225.0,Metal,Single,No,No,12780288.0,4050.0,Li-ion,No,No,No,32 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,150360.0
Other,6999.0,2016,Android,Quad core,64 bit,2 GB,IPS LCD,5.5,74.76,Yes,155.0,71.8,8.8,155.0,Other,Single,Yes,Yes,7990272.0,2800.0,Li-Polymer,Yes,No,No,32 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,97935.20000000001
Other,5959.0,2016,Android,Octa core,64 bit,3 GB,IPS LCD,5.5,69.94,Yes,154.5,77.0,8.6,167.0,Aluminium,Single,No,No,12780288.0,2500.0,Li-Polymer,No,No,No,32 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,102309.9
Other,8499.0,2016,Android,Quad core,64 bit,4 GB,IPS LCD,5.7,72.25,Yes,154.8,79.9,8.3,188.0,Metal,Single,Yes,Yes,12780288.0,3500.0,Li-Polymer,No,Yes,Yes,32 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,102658.71600000003
Other,8430.0,2016,Android,Octa core,64 bit,2 GB,IPS LCD,5.2,69.78,Yes,146.8,72.6,7.5,147.0,Other,Single,Yes,No,12780288.0,3000.0,Li-Polymer,No,No,No,16 GB,Yes,Dual,4G,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,79932.6
Other,50999.0,2016,Android,Octa core,64 bit,4 GB,IPS LCD,6.8,72.66,Yes,186.4,93.9,6.8,233.0,Metal,Single,Yes,No,22985472.0,4600.0,Li-ion,No,Yes,Yes,64 GB,Yes,Dual,4G,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,119020.12800000001
Other,50999.0,2016,Android,Quad core,64 bit,6 GB,Other,5.7,73.82,Yes,156.4,77.4,7.5,170.0,Metal,Single,Yes,No,22985472.0,3000.0,Li-ion,No,Yes,Yes,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,90790.20000000001
Other,63999.0,2016,Android,Quad core,64 bit,6 GB,Other,5.7,73.82,Yes,156.4,77.4,7.5,170.0,Metal,Single,Yes,No,22985472.0,3000.0,Li-ion,No,Yes,Yes,256 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,90790.20000000001
Other,4990.0,2016,Android,Quad core,64 bit,1 GB,Other,4.0,57.16,Yes,124.1,64.2,9.8,136.0,Other,Single,No,No,1920000.0,1800.0,Li-ion,Yes,No,No,8 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,78078.75600000001
Other,13990.0,2016,Android,Octa core,64 bit,3 GB,IPS LCD,5.5,72.5,Yes,151.0,76.0,7.7,,Metal,Single,Yes,No,12780288.0,3000.0,Li-ion,No,Yes,No,32 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,88365.2
Other,3499.0,2016,Android,Quad core,64 bit,1 GB,IPS LCD,5.0,65.68,Yes,144.0,72.7,10.6,165.0,Other,Single,No,No,5038848.0,2000.0,Li-ion,Yes,No,No,8 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,110969.28000000001
Other,4999.0,2016,Android,Quad core,,1 GB,IPS LCD,5.5,69.17,Yes,154.0,78.1,10.64,190.0,Other,Single,No,Yes,7990272.0,2800.0,Li-ion,Yes,No,No,8 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,127971.53600000001
Other,4699.0,2016,Android,Quad core,,2 GB,IPS LCD,5.0,63.64,Yes,146.0,74.0,10.0,,Other,Single,No,Yes,7990272.0,3000.0,Li-ion,Yes,No,No,16 GB,Yes,Dual,4G,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,108040.0
Other,6500.0,2016,Android,Quad core,,2 GB,IPS LCD,5.0,67.72,Yes,143.0,71.0,8.1,138.0,Other,Single,Yes,No,7990272.0,2800.0,Li-ion,No,No,No,16 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,82239.3
Other,2400.0,2016,Android,Quad core,,2 GB,IPS LCD,5.0,66.14,Yes,144.0,72.2,8.8,155.0,Other,Single,Yes,Yes,7990272.0,2100.0,Li-ion,Yes,No,No,16 GB,Yes,Dual,4G,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,91491.84000000001
Other,4289.0,2016,Android,Quad core,64 bit,2 GB,IPS LCD,5.0,66.04,Yes,144.0,72.3,8.5,157.0,Other,Single,Yes,Yes,7990272.0,2100.0,Li-ion,No,No,No,16 GB,Yes,Dual,4G,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,88495.2
Other,4699.0,2016,Android,Quad core,,1 GB,Other,4.5,63.45,Yes,132.6,66.2,9.3,138.0,Other,Single,Yes,No,7990272.0,2000.0,Li-ion,Yes,No,No,8 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,81636.51600000002
Other,3999.0,2016,Android,Quad core,64 bit,2 GB,IPS LCD,5.0,67.72,Yes,143.0,71.0,8.1,138.0,Other,Single,No,No,7990272.0,2000.0,Li-Polymer,Yes,No,No,16 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,82239.3
Other,4400.0,2016,Android,Quad core,,1 GB,IPS LCD,4.5,61.36,Yes,136.5,66.5,10.2,,Other,Single,No,Yes,5038848.0,2000.0,Li-ion,Yes,No,No,8 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,92587.95
Other,5499.0,2016,Android,Octa core,64 bit,2 GB,IPS LCD,5.5,69.67,Yes,153.5,77.8,7.9,168.0,Other,Single,Yes,No,12780288.0,2800.0,Li-Polymer,No,No,No,16 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,94344.17
Other,5429.0,2016,Android,Quad core,,1 GB,IPS LCD,5.0,,Yes,,,,156.0,Other,Single,No,No,5038848.0,2500.0,Li-ion,No,No,No,8 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,
Other,5849.0,2016,Android,Quad core,64 bit,1 GB,IPS LCD,5.5,74.36,Yes,153.7,72.8,9.9,176.0,Other,Single,Yes,Yes,5038848.0,2800.0,Li-ion,Yes,No,No,8 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,110774.66399999999
Other,18900.0,2016,Android,Octa core,64 bit,3 GB,Other,5.5,69.63,Yes,156.4,76.4,6.9,165.0,Metal,Single,Yes,Yes,15925248.0,3510.0,Li-ion,No,Yes,Yes,32 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,82447.82400000001
Other,5749.0,2016,Android,Quad core,,2 GB,Other,5.0,67.35,Yes,141.2,72.3,9.4,150.0,Other,Single,No,No,5038848.0,2800.0,Li-ion,Yes,No,No,16 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,95962.34399999998
Other,18456.0,2016,Android,Octa core,64 bit,4 GB,IPS LCD,5.5,73.47,Yes,149.0,76.0,7.9,150.0,Metal,Single,Yes,No,12780288.0,3000.0,Li-ion,No,No,No,32 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,89459.6
Other,3579.0,2016,Android,Quad core,,1 GB,Other,4.0,56.83,Yes,125.6,63.8,11.5,127.0,Other,Single,No,No,5038848.0,1800.0,Li-ion,Yes,No,No,8 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,92152.71999999999
Other,6999.0,2016,Android,Quad core,,512 MB,Other,4.0,57.84,Yes,124.0,63.5,10.3,121.0,Other,Single,No,Yes,1920000.0,1400.0,Li-ion,Yes,No,No,4 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,81102.20000000001
Other,4499.0,2016,Android,Quad core,,1 GB,IPS LCD,5.0,68.68,Yes,141.0,71.0,8.8,142.0,Other,Single,No,No,7990272.0,2300.0,Li-Polymer,Yes,No,No,16 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,88096.8
Other,7299.0,2016,Android,Quad core,,2 GB,IPS LCD,5.0,68.94,Yes,139.5,71.5,8.7,140.0,Other,Single,No,No,7990272.0,2200.0,Li-ion,Yes,No,No,16 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,86775.97499999999
Other,6018.0,2016,Android,Quad core,64 bit,2 GB,IPS LCD,5.5,71.83,Yes,152.0,76.2,8.5,155.0,Other,Single,No,No,7990272.0,2900.0,Li-Polymer,Yes,No,No,16 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,98450.4
Other,8250.0,2016,Android,Quad core,64 bit,3 GB,IPS LCD,5.0,70.58,Yes,141.6,68.8,8.4,149.0,Metal,Single,Yes,No,12780288.0,3500.0,Li-Polymer,No,Yes,Yes,32 GB,No,Dual,4G,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,81833.47200000001
Other,4444.0,2016,Android,Quad core,64 bit,2 GB,IPS LCD,5.0,64.97,Yes,144.0,73.5,8.9,151.0,Other,Single,No,No,7990272.0,2000.0,Li-ion,Yes,No,No,16 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,94197.6
Other,3990.0,2016,Android,Quad core,64 bit,1 GB,Other,5.0,67.41,Yes,140.7,72.5,9.5,169.0,Other,Single,No,Yes,7990272.0,2000.0,Li-ion,Yes,No,No,8 GB,Yes,Dual,4G,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,96907.125
Other,6990.0,2016,Android,Quad core,64 bit,2 GB,IPS LCD,5.0,66.14,Yes,144.4,72.0,9.9,137.0,Other,Single,No,No,7990272.0,2800.0,Li-Polymer,Yes,Yes,No,16 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,102928.32000000002
Other,6999.0,2016,Android,Quad core,64 bit,2 GB,IPS LCD,5.5,74.85,Yes,150.0,74.1,8.5,159.0,Other,Single,No,No,12780288.0,3400.0,Li-Polymer,No,No,No,16 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,94477.5
Other,9999.0,2016,Android,Octa core,64 bit,2 GB,IPS LCD,5.2,68.41,Yes,147.7,73.6,6.9,118.0,Other,Single,Yes,No,12780288.0,2520.0,Li-ion,No,No,No,16 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,75007.968
Other,6690.0,2016,Android,Quad core,,2 GB,IPS LCD,5.0,65.59,Yes,144.0,72.8,9.6,155.0,Other,Single,No,No,7990272.0,3900.0,Li-Polymer,No,No,No,16 GB,Yes,Dual,4G,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,100638.71999999999
Other,4999.0,2016,Android,Quad core,64 bit,2 GB,IPS LCD,4.7,66.92,Yes,134.5,67.5,8.3,128.0,Other,Single,No,No,7990272.0,2000.0,Li-Polymer,No,No,No,8 GB,Yes,Dual,4G,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,75353.625
Other,5100.0,2016,Android,Quad core,64 bit,3 GB,IPS LCD,5.0,65.83,Yes,142.5,73.3,8.8,,Other,Single,No,No,7990272.0,2000.0,Li-ion,Yes,No,No,16 GB,Yes,Dual,4G,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,91918.20000000001
Other,15890.0,2016,Android,Octa core,64 bit,4 GB,IPS LCD,5.5,70.58,Yes,152.5,77.3,7.6,155.0,Metal,Single,No,No,15989824.0,3000.0,Li-ion,No,No,Yes,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,89590.7
Other,4999.0,2016,Android,Quad core,64 bit,2 GB,IPS LCD,5.5,71.18,Yes,152.6,76.6,9.4,159.0,Other,Single,No,No,7990272.0,2920.0,Li-Polymer,No,No,No,16 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,109878.10399999999
Other,14999.0,2016,Android,Octa core,64 bit,3 GB,IPS LCD,5.2,69.21,No,147.6,72.8,7.7,172.0,Other,Single,Yes,No,12780288.0,3000.0,Li-Polymer,No,No,No,16 GB,Yes,Dual,4G,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,82738.65599999999
Other,4499.0,2016,Android,Quad core,,1 GB,IPS LCD,5.0,67.11,Yes,143.3,71.5,7.9,161.0,Other,Single,No,No,7990272.0,2500.0,Li-ion,Yes,No,No,8 GB,Yes,Dual,4G,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,80943.005
Other,5250.0,2016,Android,Octa core,64 bit,3 GB,IPS LCD,5.5,71.09,Yes,152.0,77.0,7.9,150.0,Other,Single,No,Yes,12780288.0,2960.0,Li-Polymer,No,No,No,32 GB,Yes,Dual,4G,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,92461.6
Other,10999.0,2016,Android,Octa core,64 bit,3 GB,IPS LCD,5.5,72.31,Yes,152.0,75.7,8.4,165.0,Other,Single,Yes,No,12780288.0,3500.0,Li-Polymer,No,No,No,32 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,96653.76
Other,5499.0,2016,Android,Quad core,64 bit,2 GB,IPS LCD,5.5,74.76,Yes,155.0,71.8,8.8,,Other,Single,Yes,Yes,7990272.0,2800.0,Li-Polymer,Yes,No,No,8 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,97935.20000000001
Other,5699.0,2016,Android,Quad core,,2 GB,IPS LCD,5.0,65.63,Yes,144.5,72.5,8.7,150.0,Other,Single,No,No,7990272.0,2200.0,Li-ion,Yes,No,No,16 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,91143.37499999999
Other,16000.0,2016,Android,Octa core,64 bit,3 GB,IPS LCD,5.7,72.43,Yes,155.0,79.6,7.4,146.0,Other,Single,Yes,Yes,12780288.0,3000.0,Li-ion,Yes,No,No,16 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,91301.20000000001
Other,19999.0,2016,Android,Quad core,,4 GB,IPS LCD,5.5,71.5,Yes,152.5,76.3,9.8,136.0,Other,Single,Yes,Yes,20982784.0,3600.0,Li-Polymer,No,Yes,Yes,32 GB,No,Dual,4G,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,114030.35
Other,7990.0,2016,Android,Quad core,64 bit,2 GB,IPS LCD,4.93,65.29,Yes,142.6,71.8,7.1,120.0,Other,Single,No,No,12780288.0,2300.0,Li-ion,No,No,No,16 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,72694.62799999998
Other,4999.0,2016,Android,Quad core,64 bit,2 GB,IPS LCD,5.0,69.17,Yes,142.0,70.0,7.7,138.0,Other,Single,No,No,12780288.0,2920.0,Li-Polymer,No,No,No,16 GB,No,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,76538.0
Other,5490.0,,Android,Octa core,64 bit,3 GB,IPS LCD,5.5,70.81,Yes,153.6,76.5,9.15,160.0,Other,Single,No,No,12780288.0,3300.0,Li-Polymer,No,No,No,16 GB,Yes,Dual,4G,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,107516.16
Other,4799.0,2016,Other,Quad core,,2 GB,IPS LCD,5.0,67.25,Yes,142.0,72.0,9.6,150.0,Other,Single,No,No,7990272.0,2500.0,Li-ion,Yes,No,No,16 GB,Yes,Dual,4G,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,98150.4
Other,8250.0,2016,Android,Octa core,64 bit,3 GB,IPS LCD,5.5,76.49,Yes,146.0,74.5,8.1,142.0,Other,Single,No,No,15989824.0,3000.0,Li-ion,Yes,No,No,32 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,88103.7
Other,8999.0,2016,Android,Quad core,,2 GB,IPS LCD,5.5,70.99,Yes,152.6,76.8,7.9,149.0,Other,Single,No,Yes,7990272.0,2500.0,Li-ion,Yes,No,No,16 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,92585.472
Other,7770.0,2016,Android,Octa core,64 bit,3 GB,IPS LCD,5.0,72.27,Yes,142.0,67.0,7.2,140.0,Other,Single,Yes,Yes,12780288.0,2500.0,Li-Polymer,No,No,No,32 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,68500.8
Other,7786.0,2016,Android,Quad core,,2 GB,IPS LCD,5.0,66.92,Yes,143.5,71.6,8.6,145.0,Other,Single,No,No,7990272.0,3900.0,Li-ion,No,No,No,16 GB,Yes,Dual,4G,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,88361.55999999998
Other,7999.0,2016,Android,Quad core,64 bit,2 GB,IPS LCD,5.0,67.25,Yes,144.0,71.0,8.0,160.0,Other,Single,No,No,12780288.0,2450.0,Li-Polymer,No,No,No,16 GB,Yes,Dual,4G,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,81792.0
Other,8499.0,2016,Android,Quad core,,2 GB,Other,5.5,68.96,Yes,156.9,76.9,7.4,155.0,Other,Single,No,No,12780288.0,2700.0,Li-ion,Yes,No,No,16 GB,Yes,Dual,4G,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,89285.51400000001
Other,5698.0,2016,Android,Quad core,64 bit,2 GB,IPS LCD,5.0,67.58,Yes,142.5,71.4,8.7,,Other,Single,No,No,12780288.0,2000.0,Li-Polymer,No,No,No,16 GB,Yes,Dual,4G,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,88518.15
Other,3299.0,2016,Android,Quad core,64 bit,1 GB,IPS LCD,4.5,61.36,Yes,136.5,66.5,10.2,,Other,Single,No,Yes,5038848.0,2000.0,Li-ion,Yes,No,No,8 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,92587.95
Other,7499.0,2016,Android,Octa core,64 bit,4 GB,Other,5.5,67.25,Yes,158.2,78.2,6.9,149.0,Other,Single,No,No,12780288.0,3000.0,Li-Polymer,No,Yes,Yes,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,85361.556
Other,5500.0,2016,Android,Quad core,64 bit,2 GB,IPS LCD,5.0,65.68,Yes,145.8,71.8,8.8,146.0,Other,Single,No,No,7990272.0,2200.0,Li-ion,Yes,No,No,16 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,92122.27200000001
Other,9751.0,2016,Android,Octa core,64 bit,3 GB,Other,5.2,70.89,Yes,145.9,71.9,9.0,161.0,Metal,Single,Yes,No,12011520.0,3000.0,Li-Polymer,No,Yes,Yes,32 GB,Yes,Single,4G,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,94411.89000000001
Other,7650.0,2016,Android,Octa core,,3 GB,IPS LCD,5.5,71.98,Yes,152.9,75.6,9.9,187.0,Metal,Single,No,No,12780288.0,4900.0,Li-Polymer,No,Yes,No,32 GB,Yes,Dual,4G,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,114436.476
Other,3699.0,2016,Android,Quad core,64 bit,1 GB,IPS LCD,4.5,,Yes,,,,,Other,Single,No,No,5038848.0,1800.0,Li-ion,Yes,No,No,8 GB,Yes,Dual,4G,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,
Other,2200.0,2016,Android,Octa core,64 bit,2 GB,IPS LCD,5.0,70.67,Yes,139.8,69.6,8.9,131.0,Other,Single,Yes,No,12780288.0,3050.0,Li-Polymer,No,No,No,16 GB,Yes,Dual,4G,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,86597.712
Other,5690.0,2016,Android,Quad core,,3 GB,IPS LCD,5.0,66.97,Yes,144.2,71.2,8.8,135.0,Other,Single,No,Yes,7990272.0,2000.0,Li-ion,Yes,No,No,16 GB,Yes,Dual,4G,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,90349.952
Other,10499.0,2016,Android,Octa core,64 bit,3 GB,IPS LCD,5.5,71.74,Yes,153.6,75.5,8.2,163.0,Metal,Single,Yes,No,12780288.0,4100.0,Li-Polymer,No,No,No,32 GB,Yes,Dual,4G,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,95093.75999999998
Other,5999.0,2016,Android,Quad core,64 bit,2 GB,IPS LCD,5.0,63.68,Yes,147.3,73.3,9.5,158.0,Other,Single,No,Yes,7990272.0,3000.0,Li-Polymer,Yes,No,No,16 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,102572.355
Other,11074.0,2016,Android,Octa core,64 bit,4 GB,IPS LCD,5.5,72.31,Yes,152.0,75.7,6.9,175.0,Metal,Single,Yes,Yes,12780288.0,2800.0,Li-Polymer,No,Yes,No,64 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,79394.16
Other,19999.0,2016,Android,Quad core,64 bit,3 GB,IPS LCD,5.2,69.32,Yes,149.0,72.0,7.0,150.0,Other,Single,No,No,12780288.0,2680.0,Li-ion,No,Yes,Yes,32 GB,No,Single,4G,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,75096.0
Other,4099.0,2016,Android,Quad core,32 bit,1 GB,IPS LCD,5.0,55.19,Yes,157.5,79.1,7.9,150.0,Other,Single,Yes,No,7990272.0,2500.0,Li-ion,Yes,No,No,8 GB,Yes,Dual,4G,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,98420.175
Other,4999.0,2016,Android,Quad core,,1 GB,IPS LCD,5.0,65.63,Yes,144.5,72.5,8.7,150.0,Other,Single,No,No,7990272.0,2200.0,Li-Polymer,Yes,No,No,8 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,91143.37499999999
Other,8293.0,2016,Android,Octa core,64 bit,2 GB,IPS LCD,5.0,66.83,No,142.1,72.4,11.6,155.0,Other,Single,No,No,12780288.0,2470.0,Li-ion,No,Yes,No,16 GB,Yes,Dual,4G,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,119341.26400000001
Other,7990.0,2016,Android,Octa core,64 bit,3 GB,Other,5.5,68.82,Yes,156.0,77.5,10.5,202.0,Other,Single,No,No,12780288.0,5000.0,Li-Polymer,No,No,No,32 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,126945.0
Other,8350.0,2016,Android,Quad core,,2 GB,IPS LCD,5.7,72.43,Yes,155.0,79.6,7.4,145.0,Metal,Single,Yes,No,12780288.0,3000.0,Li-ion,Yes,No,No,16 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,91301.20000000001
Other,7499.0,2016,Android,Quad core,32 bit,3 GB,IPS LCD,5.5,69.13,Yes,155.7,77.3,8.9,175.0,Aluminium,Single,No,No,12780288.0,4100.0,Li-Polymer,No,Yes,Yes,64 GB,No,Dual,4G,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,107116.92899999999
Other,6590.0,2016,Android,Quad core,32 bit,1.5 GB,IPS LCD,5.0,66.04,Yes,143.6,72.5,9.1,161.0,Other,Single,No,No,5038848.0,2125.0,Li-ion,Yes,No,No,8 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,94740.09999999999
Other,3599.0,2016,Android,Quad core,64 bit,1 GB,IPS LCD,4.0,56.59,Yes,124.2,64.8,10.3,145.0,Other,Single,No,No,5038848.0,1500.0,Li-ion,Yes,No,No,8 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,82896.04800000001
Other,5749.0,2016,Android,Quad core,,1 GB,IPS LCD,5.0,66.32,Yes,144.0,72.0,8.9,146.0,Other,Single,No,No,7990272.0,4000.0,Li-Polymer,No,No,No,8 GB,Yes,Dual,4G,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,92275.2
Other,6199.0,2016,Android,Quad core,64 bit,2 GB,IPS LCD,5.0,66.55,Yes,144.5,71.5,7.1,125.0,Other,Single,No,Yes,7990272.0,2200.0,Li-ion,Yes,No,No,16 GB,Yes,Dual,4G,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,73355.425
Other,5499.0,2016,Android,Quad core,64 bit,1 GB,IPS LCD,5.0,,Yes,,,,,Other,Single,No,No,5038848.0,2300.0,Li-ion,No,No,No,8 GB,Yes,Dual,4G,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,
Other,4499.0,,Android,Quad core,,1 GB,IPS LCD,4.5,60.99,Yes,136.5,66.9,9.3,118.0,Other,Single,No,Yes,5038848.0,1800.0,Li-ion,Yes,No,No,8 GB,Yes,Dual,4G,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,84926.20500000002
Other,3750.0,2016,Android,Quad core,64 bit,3 GB,IPS LCD,5.0,66.19,Yes,142.7,72.8,8.7,134.0,Other,Single,No,No,7990272.0,2000.0,Li-ion,Yes,No,No,16 GB,Yes,Dual,4G,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,90380.472
Other,3949.0,2016,Android,Quad core,64 bit,1 GB,IPS LCD,4.5,61.03,Yes,134.2,68.0,9.0,120.0,Other,Single,No,No,5038848.0,1800.0,Li-ion,Yes,No,No,8 GB,Yes,Dual,4G,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,82130.4
